@relation itdoesntmatter-weka.filters.unsupervised.attribute.Remove-R8-221

@attribute line_number numeric
@attribute num_words numeric
@attribute median_word_length numeric
@attribute mean_word_length numeric
@attribute journal_name {arxiv,jdm,plos}
@attribute expert_annotator numeric
@attribute section_name {abstract,introduction}
@attribute AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH1 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH2 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH3 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH4 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH5 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH6 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH7 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH8 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH9 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH10 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH11 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH12 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH13 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH14 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH15 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH16 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH17 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH18 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH19 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH0AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH1AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH2AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH3AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH4AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH5AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH6AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH7AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH8AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH9AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH10AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH11AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH12AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH13AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH14AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH15AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH16AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH17AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH18AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH19AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute class_label {AIM,BASE,CONT,OWN,MISC}

@data
38,33,4,4.818182,jdm,1,introduction,ADV,.,DET,NOUN,VERB,VERB,ADV,ADP,DET,NOUN,NOUN,ADP,NOUN,ADJ,ADP,ADJ,NOUN,NOUN,DET,NOUN,NOUN,DET,NOUN,NOUN,ADJ,ADP,ADJ,NOUN,ADP,NOUN,NOUN,DET,ADP,ADV,VERB,VERB,NOUN,DET,.,ADV,OWN
0,26,6,6.038462,jdm,0,abstract,DET,NOUN,VERB,ADJ,NOUN,VERB,ADP,ADJ,NOUN,ADP,NOUN,VERB,VERB,ADJ,NOUN,NOUN,PRT,DET,NOUN,NOUN,NOUN,NOUN,DET,PRT,NOUN,NOUN,ADJ,VERB,VERB,NOUN,ADP,NOUN,ADJ,ADP,VERB,NOUN,ADJ,VERB,NOUN,DET,AIM
1,42,4,4.761905,jdm,0,abstract,NOUN,VERB,DET,ADJ,NOUN,NOUN,ADP,DET,PRON,VERB,VERB,PRT,NOUN,DET,NOUN,VERB,ADP,DET,DET,NOUN,NOUN,DET,DET,ADP,VERB,NOUN,DET,NOUN,PRT,VERB,VERB,PRON,DET,ADP,NOUN,NOUN,ADJ,DET,VERB,NOUN,OWN
2,25,5,5.8,jdm,0,abstract,NOUN,PRON,VERB,VERB,VERB,ADP,NOUN,ADJ,NOUN,ADV,VERB,DET,NOUN,ADJ,ADV,ADP,NOUN,PRON,VERB,VERB,VERB,VERB,PRON,NOUN,ADP,ADV,ADJ,NOUN,DET,VERB,ADV,NOUN,ADJ,NOUN,ADP,VERB,VERB,VERB,PRON,NOUN,OWN
3,20,6.5,6,jdm,0,abstract,DET,ADJ,NOUN,VERB,ADP,DET,NOUN,ADP,NOUN,VERB,NOUN,DET,NOUN,ADP,DET,NOUN,ADP,NOUN,VERB,VERB,VERB,VERB,NOUN,ADP,NOUN,DET,ADP,NOUN,DET,NOUN,VERB,NOUN,ADP,NOUN,DET,ADP,VERB,NOUN,ADJ,DET,OWN
4,18,5.5,5.722222,jdm,0,abstract,DET,NOUN,VERB,ADP,DET,NOUN,ADP,NOUN,ADP,DET,NOUN,NOUN,CONJ,ADJ,NOUN,ADP,ADJ,NOUN,?,?,?,?,NOUN,ADJ,ADP,NOUN,ADJ,CONJ,NOUN,NOUN,DET,ADP,NOUN,ADP,NOUN,DET,ADP,VERB,NOUN,DET,OWN
5,27,5,5.407407,jdm,0,introduction,VERB,PRT,ADJ,CONJ,NOUN,PRT,NOUN,NOUN,ADJ,NOUN,ADV,NOUN,DET,NOUN,ADP,NOUN,ADP,DET,NOUN,ADP,ADP,NOUN,DET,ADP,NOUN,ADP,NOUN,DET,NOUN,ADV,NOUN,ADJ,NOUN,NOUN,PRT,NOUN,CONJ,ADJ,PRT,VERB,MISC
6,50,4,5.22,jdm,0,introduction,DET,NOUN,VERB,ADV,VERB,VERB,ADP,NOUN,NOUN,PRT,NOUN,DET,ADJ,NOUN,ADP,NUM,NOUN,ADP,DET,NOUN,NOUN,DET,ADP,NOUN,NUM,ADP,NOUN,ADJ,DET,NOUN,PRT,NOUN,NOUN,ADP,VERB,VERB,ADV,VERB,NOUN,DET,MISC
7,47,5,4.978723,jdm,0,introduction,ADP,NOUN,NOUN,CONJ,ADJ,NOUN,VERB,ADP,ADJ,NOUN,VERB,DET,NOUN,NOUN,ADV,ADV,VERB,ADP,ADJ,NOUN,NOUN,ADJ,ADP,VERB,ADV,ADV,NOUN,NOUN,DET,VERB,NOUN,ADJ,ADP,VERB,NOUN,ADJ,CONJ,NOUN,NOUN,ADP,MISC
8,19,4,4,jdm,0,introduction,ADP,NOUN,PRON,VERB,PRT,ADP,NOUN,VERB,ADJ,ADV,ADP,DET,ADJ,ADP,ADJ,NOUN,ADP,ADJ,NOUN,?,?,NOUN,ADJ,ADP,NOUN,ADJ,ADP,ADJ,DET,ADP,ADV,ADJ,VERB,NOUN,ADP,PRT,VERB,PRON,NOUN,ADP,MISC
9,49,5,5.44898,jdm,0,introduction,NOUN,VERB,ADJ,NOUN,VERB,ADP,DET,ADJ,NOUN,VERB,DET,NOUN,ADJ,VERB,PRT,VERB,DET,NOUN,VERB,ADP,ADP,VERB,NOUN,DET,VERB,PRT,VERB,ADJ,NOUN,DET,VERB,NOUN,ADJ,DET,ADP,VERB,NOUN,ADJ,VERB,NOUN,MISC
10,40,5,5.35,jdm,0,introduction,PRT,VERB,NOUN,DET,NOUN,VERB,NOUN,NOUN,NOUN,VERB,NOUN,ADP,NUM,NOUN,PRT,VERB,DET,NOUN,CONJ,NOUN,NOUN,CONJ,NOUN,DET,VERB,PRT,NOUN,NUM,ADP,NOUN,VERB,NOUN,NOUN,NOUN,VERB,NOUN,DET,NOUN,VERB,PRT,MISC
11,50,5.5,5.78,jdm,0,introduction,NOUN,VERB,PRON,ADP,ADJ,ADJ,ADP,PRON,VERB,VERB,NOUN,NOUN,ADP,ADJ,NOUN,DET,ADV,ADJ,NOUN,ADV,ADV,NOUN,ADJ,ADV,DET,NOUN,ADJ,ADP,NOUN,NOUN,VERB,VERB,PRON,ADP,ADJ,ADJ,ADP,PRON,VERB,NOUN,MISC
12,58,5,5.637931,jdm,0,introduction,ADJ,NOUN,ADP,NOUN,VERB,VERB,VERB,ADP,ADJ,ADJ,NOUN,ADP,ADJ,NOUN,VERB,DET,NOUN,ADP,DET,DET,DET,DET,ADP,NOUN,DET,VERB,NOUN,ADJ,ADP,NOUN,ADJ,ADJ,ADP,VERB,VERB,VERB,NOUN,ADP,NOUN,ADJ,MISC
13,9,4,4.888889,jdm,0,introduction,ADP,DET,NOUN,ADP,DET,NOUN,VERB,NOUN,NOUN,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NOUN,NOUN,VERB,NOUN,DET,ADP,NOUN,DET,ADP,MISC
14,37,4,5.378378,jdm,0,introduction,ADV,DET,NOUN,ADP,NOUN,NOUN,DET,ADJ,NOUN,ADP,DET,NOUN,ADJ,NOUN,VERB,VERB,PRT,VERB,ADJ,ADJ,ADJ,ADJ,VERB,PRT,VERB,VERB,NOUN,ADJ,NOUN,DET,ADP,NOUN,ADJ,DET,NOUN,NOUN,ADP,NOUN,DET,ADV,MISC
15,27,6,6.296296,jdm,0,introduction,DET,NOUN,VERB,VERB,VERB,ADP,ADJ,NOUN,PRT,VERB,NOUN,ADP,ADJ,NOUN,ADP,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,ADJ,ADP,NOUN,ADJ,ADP,NOUN,VERB,PRT,NOUN,ADJ,ADP,VERB,VERB,VERB,NOUN,DET,MISC
16,24,6,5.75,jdm,0,introduction,ADP,NOUN,NOUN,CONJ,NOUN,NOUN,VERB,NOUN,PRT,VERB,DET,NOUN,NOUN,NOUN,DET,ADJ,NOUN,CONJ,NOUN,NOUN,NOUN,NOUN,CONJ,NOUN,ADJ,DET,NOUN,NOUN,NOUN,DET,VERB,PRT,NOUN,VERB,NOUN,NOUN,CONJ,NOUN,NOUN,ADP,MISC
17,29,4,5.068966,jdm,0,introduction,DET,NOUN,VERB,ADV,VERB,PRT,VERB,ADP,NOUN,ADP,ADJ,NOUN,VERB,PRT,VERB,ADP,NOUN,VERB,VERB,PRT,PRT,VERB,VERB,NOUN,ADP,VERB,PRT,VERB,NOUN,ADJ,ADP,NOUN,ADP,VERB,PRT,VERB,ADV,VERB,NOUN,DET,MISC
18,53,5,5.924528,jdm,0,introduction,ADV,ADJ,VERB,PRT,VERB,PRON,NOUN,NOUN,VERB,ADP,ADJ,NOUN,VERB,VERB,PRON,NOUN,ADJ,ADV,ADV,PRON,PRON,ADV,ADV,ADJ,NOUN,PRON,VERB,VERB,NOUN,ADJ,ADP,VERB,NOUN,NOUN,PRON,VERB,PRT,VERB,ADJ,ADV,MISC
19,21,6,5.52381,jdm,0,introduction,ADJ,NOUN,ADP,DET,NOUN,ADJ,NOUN,DET,NOUN,ADP,NOUN,NOUN,NOUN,NOUN,VERB,VERB,PRT,ADJ,CONJ,ADJ,ADJ,CONJ,ADJ,PRT,VERB,VERB,NOUN,NOUN,NOUN,NOUN,ADP,NOUN,DET,NOUN,ADJ,NOUN,DET,ADP,NOUN,ADJ,MISC
20,33,6,6.181818,jdm,0,introduction,ADV,DET,NOUN,VERB,VERB,VERB,ADV,PRT,VERB,NOUN,ADP,DET,NOUN,ADP,VERB,NOUN,ADV,VERB,DET,ADJ,ADJ,DET,VERB,ADV,NOUN,VERB,ADP,NOUN,DET,ADP,NOUN,VERB,PRT,ADV,VERB,VERB,VERB,NOUN,DET,ADV,MISC
21,40,5,5.475,jdm,0,introduction,ADJ,ADJ,ADJ,NOUN,ADP,ADJ,NOUN,ADV,VERB,ADJ,ADV,NOUN,ADP,DET,ADJ,NOUN,NOUN,DET,VERB,ADP,ADP,VERB,DET,NOUN,NOUN,ADJ,DET,ADP,NOUN,ADV,ADJ,VERB,ADV,NOUN,ADJ,ADP,NOUN,ADJ,ADJ,ADJ,MISC
22,28,5,5.892857,jdm,0,introduction,NOUN,NOUN,ADP,NOUN,VERB,VERB,ADV,ADJ,PRT,ADJ,ADJ,ADP,DET,NOUN,ADP,ADJ,NOUN,PRON,NOUN,CONJ,CONJ,NOUN,PRON,NOUN,ADJ,ADP,NOUN,DET,ADP,ADJ,ADJ,PRT,ADJ,ADV,VERB,VERB,NOUN,ADP,NOUN,NOUN,MISC
23,15,6,6.2,jdm,0,introduction,DET,NOUN,NOUN,VERB,DET,NOUN,ADP,DET,NOUN,NOUN,ADP,NOUN,VERB,DET,NOUN,?,?,?,?,?,?,?,?,?,?,NOUN,DET,VERB,NOUN,ADP,NOUN,NOUN,DET,ADP,NOUN,DET,VERB,NOUN,NOUN,DET,OWN
24,26,5,5.423077,jdm,0,introduction,ADJ,NOUN,VERB,DET,ADJ,NOUN,ADP,ADJ,NOUN,NOUN,ADP,DET,NOUN,VERB,ADV,VERB,PRT,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,PRT,VERB,ADV,VERB,NOUN,DET,ADP,NOUN,NOUN,ADJ,ADP,NOUN,ADJ,DET,VERB,NOUN,ADJ,MISC
25,30,6,6.3,jdm,0,introduction,ADV,VERB,NOUN,VERB,ADJ,ADP,PRON,VERB,VERB,ADJ,NOUN,NOUN,CONJ,NOUN,VERB,NOUN,CONJ,NOUN,NOUN,CONJ,CONJ,NOUN,NOUN,CONJ,NOUN,VERB,NOUN,CONJ,NOUN,NOUN,ADJ,VERB,VERB,PRON,ADP,ADJ,VERB,NOUN,VERB,ADV,MISC
26,29,6,6.137931,jdm,0,introduction,ADJ,NOUN,ADP,NOUN,ADV,VERB,ADJ,ADP,ADJ,NOUN,NOUN,NOUN,CONJ,ADV,NOUN,VERB,VERB,ADP,NOUN,ADV,ADV,NOUN,ADP,VERB,VERB,NOUN,ADV,CONJ,NOUN,NOUN,NOUN,ADJ,ADP,ADJ,VERB,ADV,NOUN,ADP,NOUN,ADJ,MISC
27,12,3.5,4.75,jdm,0,introduction,DET,NOUN,ADP,NOUN,NOUN,VERB,ADV,VERB,ADP,PRON,ADJ,NOUN,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NOUN,ADJ,PRON,ADP,VERB,ADV,VERB,NOUN,NOUN,ADP,NOUN,DET,MISC
28,25,5,5.16,jdm,0,introduction,DET,NOUN,ADP,ADJ,NOUN,VERB,VERB,DET,NOUN,ADP,DET,NOUN,CONJ,DET,ADV,ADJ,VERB,DET,NOUN,ADV,ADV,NOUN,DET,VERB,ADJ,ADV,DET,CONJ,NOUN,DET,ADP,NOUN,DET,VERB,VERB,NOUN,ADJ,ADP,NOUN,DET,MISC
29,29,6,6,jdm,0,introduction,ADV,ADV,NOUN,ADP,ADJ,NOUN,VERB,ADV,VERB,ADP,DET,NOUN,ADP,NOUN,NOUN,CONJ,ADV,ADJ,NOUN,ADJ,ADJ,NOUN,ADJ,ADV,CONJ,NOUN,NOUN,ADP,NOUN,DET,ADP,VERB,ADV,VERB,NOUN,ADJ,ADP,NOUN,ADV,ADV,MISC
30,22,5,5.727273,jdm,0,introduction,PRT,NOUN,ADV,VERB,VERB,ADJ,VERB,NOUN,ADP,DET,NOUN,ADP,DET,NOUN,ADP,NOUN,NOUN,NOUN,CONJ,ADJ,ADJ,CONJ,NOUN,NOUN,NOUN,ADP,NOUN,DET,ADP,NOUN,DET,ADP,NOUN,VERB,ADJ,VERB,VERB,ADV,NOUN,PRT,MISC
31,27,6,6,jdm,0,introduction,DET,NOUN,NOUN,VERB,PRT,VERB,DET,VERB,ADJ,NOUN,VERB,NUM,ADV,ADJ,ADJ,NOUN,NOUN,ADP,VERB,DET,DET,VERB,ADP,NOUN,NOUN,ADJ,ADJ,ADV,NUM,VERB,NOUN,ADJ,VERB,DET,VERB,PRT,VERB,NOUN,NOUN,DET,AIM
0,26,6,6.038462,jdm,0,abstract,DET,NOUN,VERB,ADJ,NOUN,VERB,ADP,ADJ,NOUN,ADP,NOUN,VERB,VERB,ADJ,NOUN,NOUN,PRT,DET,NOUN,NOUN,NOUN,NOUN,DET,PRT,NOUN,NOUN,ADJ,VERB,VERB,NOUN,ADP,NOUN,ADJ,ADP,VERB,NOUN,ADJ,VERB,NOUN,DET,BASE
1,42,4,4.761905,jdm,0,abstract,NOUN,VERB,DET,ADJ,NOUN,NOUN,ADP,DET,PRON,VERB,VERB,PRT,NOUN,DET,NOUN,VERB,ADP,DET,DET,NOUN,NOUN,DET,DET,ADP,VERB,NOUN,DET,NOUN,PRT,VERB,VERB,PRON,DET,ADP,NOUN,NOUN,ADJ,DET,VERB,NOUN,AIM
2,25,5,5.8,jdm,0,abstract,NOUN,PRON,VERB,VERB,VERB,ADP,NOUN,ADJ,NOUN,ADV,VERB,DET,NOUN,ADJ,ADV,ADP,NOUN,PRON,VERB,VERB,VERB,VERB,PRON,NOUN,ADP,ADV,ADJ,NOUN,DET,VERB,ADV,NOUN,ADJ,NOUN,ADP,VERB,VERB,VERB,PRON,NOUN,OWN
3,20,6.5,6,jdm,0,abstract,DET,ADJ,NOUN,VERB,ADP,DET,NOUN,ADP,NOUN,VERB,NOUN,DET,NOUN,ADP,DET,NOUN,ADP,NOUN,VERB,VERB,VERB,VERB,NOUN,ADP,NOUN,DET,ADP,NOUN,DET,NOUN,VERB,NOUN,ADP,NOUN,DET,ADP,VERB,NOUN,ADJ,DET,OWN
4,18,5.5,5.722222,jdm,0,abstract,DET,NOUN,VERB,ADP,DET,NOUN,ADP,NOUN,ADP,DET,NOUN,NOUN,CONJ,ADJ,NOUN,ADP,ADJ,NOUN,?,?,?,?,NOUN,ADJ,ADP,NOUN,ADJ,CONJ,NOUN,NOUN,DET,ADP,NOUN,ADP,NOUN,DET,ADP,VERB,NOUN,DET,OWN
5,27,5,5.407407,jdm,0,introduction,VERB,PRT,ADJ,CONJ,NOUN,PRT,NOUN,NOUN,ADJ,NOUN,ADV,NOUN,DET,NOUN,ADP,NOUN,ADP,DET,NOUN,ADP,ADP,NOUN,DET,ADP,NOUN,ADP,NOUN,DET,NOUN,ADV,NOUN,ADJ,NOUN,NOUN,PRT,NOUN,CONJ,ADJ,PRT,VERB,MISC
6,50,4,5.22,jdm,0,introduction,DET,NOUN,VERB,ADV,VERB,VERB,ADP,NOUN,NOUN,PRT,NOUN,DET,ADJ,NOUN,ADP,NUM,NOUN,ADP,DET,NOUN,NOUN,DET,ADP,NOUN,NUM,ADP,NOUN,ADJ,DET,NOUN,PRT,NOUN,NOUN,ADP,VERB,VERB,ADV,VERB,NOUN,DET,MISC
7,47,5,4.978723,jdm,0,introduction,ADP,NOUN,NOUN,CONJ,ADJ,NOUN,VERB,ADP,ADJ,NOUN,VERB,DET,NOUN,NOUN,ADV,ADV,VERB,ADP,ADJ,NOUN,NOUN,ADJ,ADP,VERB,ADV,ADV,NOUN,NOUN,DET,VERB,NOUN,ADJ,ADP,VERB,NOUN,ADJ,CONJ,NOUN,NOUN,ADP,MISC
8,19,4,4,jdm,0,introduction,ADP,NOUN,PRON,VERB,PRT,ADP,NOUN,VERB,ADJ,ADV,ADP,DET,ADJ,ADP,ADJ,NOUN,ADP,ADJ,NOUN,?,?,NOUN,ADJ,ADP,NOUN,ADJ,ADP,ADJ,DET,ADP,ADV,ADJ,VERB,NOUN,ADP,PRT,VERB,PRON,NOUN,ADP,MISC
9,49,5,5.44898,jdm,0,introduction,NOUN,VERB,ADJ,NOUN,VERB,ADP,DET,ADJ,NOUN,VERB,DET,NOUN,ADJ,VERB,PRT,VERB,DET,NOUN,VERB,ADP,ADP,VERB,NOUN,DET,VERB,PRT,VERB,ADJ,NOUN,DET,VERB,NOUN,ADJ,DET,ADP,VERB,NOUN,ADJ,VERB,NOUN,MISC
10,40,5,5.35,jdm,0,introduction,PRT,VERB,NOUN,DET,NOUN,VERB,NOUN,NOUN,NOUN,VERB,NOUN,ADP,NUM,NOUN,PRT,VERB,DET,NOUN,CONJ,NOUN,NOUN,CONJ,NOUN,DET,VERB,PRT,NOUN,NUM,ADP,NOUN,VERB,NOUN,NOUN,NOUN,VERB,NOUN,DET,NOUN,VERB,PRT,MISC
11,50,5.5,5.78,jdm,0,introduction,NOUN,VERB,PRON,ADP,ADJ,ADJ,ADP,PRON,VERB,VERB,NOUN,NOUN,ADP,ADJ,NOUN,DET,ADV,ADJ,NOUN,ADV,ADV,NOUN,ADJ,ADV,DET,NOUN,ADJ,ADP,NOUN,NOUN,VERB,VERB,PRON,ADP,ADJ,ADJ,ADP,PRON,VERB,NOUN,MISC
12,58,5,5.637931,jdm,0,introduction,ADJ,NOUN,ADP,NOUN,VERB,VERB,VERB,ADP,ADJ,ADJ,NOUN,ADP,ADJ,NOUN,VERB,DET,NOUN,ADP,DET,DET,DET,DET,ADP,NOUN,DET,VERB,NOUN,ADJ,ADP,NOUN,ADJ,ADJ,ADP,VERB,VERB,VERB,NOUN,ADP,NOUN,ADJ,MISC
13,9,4,4.888889,jdm,0,introduction,ADP,DET,NOUN,ADP,DET,NOUN,VERB,NOUN,NOUN,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NOUN,NOUN,VERB,NOUN,DET,ADP,NOUN,DET,ADP,MISC
14,37,4,5.378378,jdm,0,introduction,ADV,DET,NOUN,ADP,NOUN,NOUN,DET,ADJ,NOUN,ADP,DET,NOUN,ADJ,NOUN,VERB,VERB,PRT,VERB,ADJ,ADJ,ADJ,ADJ,VERB,PRT,VERB,VERB,NOUN,ADJ,NOUN,DET,ADP,NOUN,ADJ,DET,NOUN,NOUN,ADP,NOUN,DET,ADV,MISC
15,27,6,6.296296,jdm,0,introduction,DET,NOUN,VERB,VERB,VERB,ADP,ADJ,NOUN,PRT,VERB,NOUN,ADP,ADJ,NOUN,ADP,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,ADJ,ADP,NOUN,ADJ,ADP,NOUN,VERB,PRT,NOUN,ADJ,ADP,VERB,VERB,VERB,NOUN,DET,MISC
16,24,6,5.75,jdm,0,introduction,ADP,NOUN,NOUN,CONJ,NOUN,NOUN,VERB,NOUN,PRT,VERB,DET,NOUN,NOUN,NOUN,DET,ADJ,NOUN,CONJ,NOUN,NOUN,NOUN,NOUN,CONJ,NOUN,ADJ,DET,NOUN,NOUN,NOUN,DET,VERB,PRT,NOUN,VERB,NOUN,NOUN,CONJ,NOUN,NOUN,ADP,MISC
17,29,4,5.068966,jdm,0,introduction,DET,NOUN,VERB,ADV,VERB,PRT,VERB,ADP,NOUN,ADP,ADJ,NOUN,VERB,PRT,VERB,ADP,NOUN,VERB,VERB,PRT,PRT,VERB,VERB,NOUN,ADP,VERB,PRT,VERB,NOUN,ADJ,ADP,NOUN,ADP,VERB,PRT,VERB,ADV,VERB,NOUN,DET,MISC
18,53,5,5.924528,jdm,0,introduction,ADV,ADJ,VERB,PRT,VERB,PRON,NOUN,NOUN,VERB,ADP,ADJ,NOUN,VERB,VERB,PRON,NOUN,ADJ,ADV,ADV,PRON,PRON,ADV,ADV,ADJ,NOUN,PRON,VERB,VERB,NOUN,ADJ,ADP,VERB,NOUN,NOUN,PRON,VERB,PRT,VERB,ADJ,ADV,MISC
19,21,6,5.52381,jdm,0,introduction,ADJ,NOUN,ADP,DET,NOUN,ADJ,NOUN,DET,NOUN,ADP,NOUN,NOUN,NOUN,NOUN,VERB,VERB,PRT,ADJ,CONJ,ADJ,ADJ,CONJ,ADJ,PRT,VERB,VERB,NOUN,NOUN,NOUN,NOUN,ADP,NOUN,DET,NOUN,ADJ,NOUN,DET,ADP,NOUN,ADJ,MISC
20,33,6,6.181818,jdm,0,introduction,ADV,DET,NOUN,VERB,VERB,VERB,ADV,PRT,VERB,NOUN,ADP,DET,NOUN,ADP,VERB,NOUN,ADV,VERB,DET,ADJ,ADJ,DET,VERB,ADV,NOUN,VERB,ADP,NOUN,DET,ADP,NOUN,VERB,PRT,ADV,VERB,VERB,VERB,NOUN,DET,ADV,CONT
21,40,5,5.475,jdm,0,introduction,ADJ,ADJ,ADJ,NOUN,ADP,ADJ,NOUN,ADV,VERB,ADJ,ADV,NOUN,ADP,DET,ADJ,NOUN,NOUN,DET,VERB,ADP,ADP,VERB,DET,NOUN,NOUN,ADJ,DET,ADP,NOUN,ADV,ADJ,VERB,ADV,NOUN,ADJ,ADP,NOUN,ADJ,ADJ,ADJ,MISC
22,28,5,5.892857,jdm,0,introduction,NOUN,NOUN,ADP,NOUN,VERB,VERB,ADV,ADJ,PRT,ADJ,ADJ,ADP,DET,NOUN,ADP,ADJ,NOUN,PRON,NOUN,CONJ,CONJ,NOUN,PRON,NOUN,ADJ,ADP,NOUN,DET,ADP,ADJ,ADJ,PRT,ADJ,ADV,VERB,VERB,NOUN,ADP,NOUN,NOUN,CONT
23,15,6,6.2,jdm,0,introduction,DET,NOUN,NOUN,VERB,DET,NOUN,ADP,DET,NOUN,NOUN,ADP,NOUN,VERB,DET,NOUN,?,?,?,?,?,?,?,?,?,?,NOUN,DET,VERB,NOUN,ADP,NOUN,NOUN,DET,ADP,NOUN,DET,VERB,NOUN,NOUN,DET,AIM
24,26,5,5.423077,jdm,0,introduction,ADJ,NOUN,VERB,DET,ADJ,NOUN,ADP,ADJ,NOUN,NOUN,ADP,DET,NOUN,VERB,ADV,VERB,PRT,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,PRT,VERB,ADV,VERB,NOUN,DET,ADP,NOUN,NOUN,ADJ,ADP,NOUN,ADJ,DET,VERB,NOUN,ADJ,OWN
